5.5912,1.8114,-1.2049,0.22187,-0.85901,2.0297
5.069,-2.8336,1.4424,0.87066,0.057719,2.9337
7.2313,6.0228,0.54814,0.50097,3.2567,3.9597
3.4962,-5.2605,2.3137,1.1938,0.27309,3.1239
2.9032,3.5637,2.2648,0.3992,3.918,2.6042
6.4679,-1.3518,1.2171,3.0936,1.2641,3.9517
2.4928,5.1451,-1.0223,2.4589,2.4052,0.63265
8.6395,7.2398,0.057872,3.331,4.2761,4.5288
6.0964,-2.9573,1.684,1.1023,0.33234,3.7821
4.6765,2.9252,0.20172,1.7024,1.7399,2.3703
6.9412,4.3555,0.37062,1.0381,2.4605,3.6173
3.4949,-1.8901,0.54833,3.1447,1.0512,1.9321
-5.7662,1.8223,0.93407,1.5299,3.0587,-2.3185
5.655,7.4378,0.32464,0.36572,3.583,2.8801
3.3607,1.4001,0.69371,2.1724,2.0877,2.1242
1.6442,6.0717,2.0518,2.1139,6.1363,1.8789
8.8917,-1.2111,1.5435,0.99448,0.31423,4.9946
6.0551,5.2608,-0.50111,1.2872,1.9394,2.82
3.3157,-3.2196,0.78515,2.572,0.16026,2.1295
5.6313,-1.3729,0.80345,1.5833,0.3482,3.1434
2.9498,8.3494,-0.041332,-1.9029,2.4363,1.5471
-0.22356,-3.1489,1.2042,2.1058,0.81869,0.54516
1.4703,-1.0887,1.586,0.93277,1.8888,1.6661
7.7952,-0.29233,2.1549,1.5085,2.0124,4.8761
-0.32581,-3.5274,2.8817,1.9901,2.1387,1.1381
6.7806,10.791,0.062099,0.24765,4.8265,3.4599
-0.33392,2.0729,0.51589,3.0833,3.0774,0.074888
2.1223,-1.629,1.4319,2.4537,1.6014,1.677
8.1427,3.9313,0.089585,3.9442,2.9887,4.0339
6.4715,1.8996,2.395,0.28573,2.7683,4.5232
4.4758,5.4061,-0.40259,2.4698,3.106,2.0723
3.0406,-0.18364,1.3689,2.0965,1.7727,2.4242
1.9013,-0.70025,0.048912,3.5282,1.5819,1.0957
2.5042,-2.7187,1.4779,2.5598,1.0784,1.9167
4.1846,-0.14396,0.60928,2.3607,1.3237,2.5085
0.095401,-4.2884,1.9768,4.0193,1.8514,0.89996
7.8758,4.9637,1.2839,0.45478,3.2638,4.2685
